class_name,class_id,image_path,image_h,image_w,img_mean,img_std,img_min,img_max,img_p10,img_p50,img_p90,img_entropy,img_skew,img_kurtosis,img_grad_mean,gb_rect_w,gb_rect_h,gb_rect_area,gb_rect_aspect,gb_rect_area_ratio_img,gb_mean,gb_std,gb_min,gb_max,gb_p10,gb_p50,gb_p90,gb_entropy,gb_skew,gb_kurtosis,gb_grad_mean,poly_count,poly_area_total,poly_area_mean,poly_area_max,poly_area_total_ratio_gb,poly_mbr_area_mean,poly_mbr_aspect_mean,poly_mbr_fill_mean
malignant,0,malignant/00505188_US_Image16_1.png,320,320,80.788154296875,44.766254187459026,5.0,242.0,24.0,75.0,148.0,7.287491116395411,0.47825205785228614,-0.6234236032477041,2.50641119542183,318.1568037568331,176.68855706790913,56214.66657713277,1.8006644518272428,0.5489713532923122,80.50518038361405,45.99702493417829,5.0,242.0,26.0,73.0,153.0,7.30331369199031,0.5701438371034805,-0.627538390464986,2.687240976231802,0,0.0,,,0.0,,,
malignant,0,malignant/00505188_US_Image6_1.png,320,320,106.36865234375,55.16169036324665,0.0,247.0,29.0,103.0,186.0,7.580185504977625,0.16018023685292837,-0.7610010895578543,3.2478735143897888,317.8410794602698,212.29385307346323,67475.70742364947,1.4971751412429377,0.6589424553090768,113.85024687004056,52.28539628627649,1.0,246.0,48.0,110.0,189.0,7.6304331839422,0.2399510379683115,-0.8061013089497342,3.349855255617111,0,0.0,,,0.0,,,
malignant,0,malignant/00505188_US_Image7_1.png,320,320,108.3526171875,53.1354210090273,1.0,243.0,18.0,110.0,178.0,7.47527608307667,-0.026803103786995377,-0.6529009504497725,3.7871463588511607,318.6033824331697,175.01363884342607,55759.93730745272,1.8204488778054866,0.544530637768093,113.26612215909091,50.15877407290215,1.0,243.0,51.0,109.0,186.0,7.58605443593001,0.24361346322484928,-0.608971304591523,4.4529377297182124,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image10_1.png,320,320,59.635927734375,49.231457687080294,1.0,253.0,11.0,48.0,127.0,6.991651773095475,1.1532411658770325,1.0771066484789626,4.650025879158976,171.50130635760706,319.42118309104313,54781.150178406286,0.5369127516778524,0.5349721697109989,67.52386199421966,53.58069357481137,1.0,253.0,12.0,56.0,145.0,7.252032762358198,1.0604532076699102,0.6788458081741346,5.419624631947832,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image1_1.png,320,320,90.391279296875,44.96466989964134,3.0,249.0,34.0,88.0,147.0,7.362770778387953,0.49990378557750276,0.39292742934641867,3.961874627681911,253.7171317659122,318.1718303669523,80725.6442094135,0.7974217311233884,0.7883363692325537,91.72994586614173,44.75627159783966,3.0,249.0,38.0,87.0,151.0,7.412428953313437,0.7151654703979475,0.5701369101369185,4.0636695825489975,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image2_1.png,320,320,78.598212890625,48.78921622503394,0.0,252.0,13.0,76.0,138.0,7.309897674114229,0.6581008886404401,0.40933090852547105,3.1738200568364925,224.00779157535914,318.8052917782647,71414.86935378707,0.7026476578411407,0.6974108335330769,84.66906944444445,46.48545709228329,0.0,252.0,29.0,79.0,145.0,7.407348859552467,0.9143821322611632,1.0201360159845336,3.5657578577480242,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image7_1.png,320,320,79.5486328125,49.72779358831486,1.0,255.0,14.0,76.0,144.0,7.364574798534353,0.6100488068024966,0.13821388901205678,3.430287405150441,196.40357488963062,319.2993790603351,62711.539507489084,0.6151079136690648,0.612417378002823,88.0992385786802,45.91443175992143,2.0,255.0,34.0,82.0,150.0,7.428210875588147,0.8390386483106891,0.7149379015073953,3.926854804168848,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image8_1.png,320,320,62.539091796875,52.56389931211265,1.0,253.0,11.0,51.0,138.0,7.013169417572117,1.0047507388575592,0.4340819794224866,4.454799363275032,179.2811247089308,318.7842498730675,57151.99885673637,0.5623901581722321,0.5581249888353161,74.10889157458564,53.29559531830155,1.0,253.0,12.0,68.0,148.0,7.373058874317682,0.7505849251136355,0.05209558373804768,5.132788894835891,0,0.0,,,0.0,,,
malignant,0,malignant/00512298_US_Image9_R_1.png,320,320,55.154990234375,46.216791408592755,1.0,251.0,10.0,44.0,119.0,6.902655645732063,1.2644436526066845,1.5013771962657634,4.522124239494526,195.0656470927716,318.5687490982542,62141.81918638576,0.6123188405797101,0.6068537029920484,57.55202487244898,48.50312066590163,1.0,251.0,11.0,44.0,126.0,7.037911187936771,1.3082481032418742,1.4992827762797933,5.046237982110684,0,0.0,,,0.0,,,
malignant,0,malignant/00514165_US_Image11_1.png,320,320,53.638369140625,30.40447827694833,0.0,248.0,15.0,51.0,91.0,6.728481929289676,0.9056312749132495,2.3615990386279835,2.5556011289172744,284.91974435283214,317.7050300043909,90520.43592845992,0.8968058968058968,0.8839886321138664,54.12922769054845,30.637642360030053,0.0,248.0,15.0,52.0,91.0,6.7204404126945185,0.9223395029151927,2.4912650725905845,2.653160632016449,0,0.0,,,0.0,,,
malignant,0,malignant/00514165_US_Image12_1.png,320,320,56.13169921875,27.469362888557875,0.0,230.0,25.0,52.0,89.0,6.675289913118997,1.2614885329481769,3.459847505509649,1.9727731716130041,261.56299840510377,318.97926634768737,83433.17333496132,0.8200000000000004,0.8147770833492316,57.32559410646388,27.906702689815578,0.0,230.0,28.0,53.0,92.0,6.654354071005827,1.4186323402249248,3.809725775467853,2.080538029206621,0,0.0,,,0.0,,,
malignant,0,malignant/00523090_US_Image7_1.png,320,320,89.003818359375,55.859622246570076,0.0,253.0,20.0,82.0,169.0,7.659812433078674,0.39209867132454207,-0.7271701105899813,3.700543950624518,319.1072236465089,176.74558890061832,56400.79416584353,1.8054607508532425,0.5507890055258158,82.82099719101123,55.087660110750036,0.0,253.0,20.0,73.0,168.0,7.620476581508915,0.6711160080345715,-0.3518349757887238,3.8025948489264207,0,0.0,,,0.0,,,
malignant,0,malignant/00523090_US_Image8_1.png,320,320,111.31318359375,52.837957455487015,0.0,254.0,41.0,111.0,179.0,7.574175720641829,-0.1295030420922118,-0.7797017373356128,3.7542358812097776,319.0713594761515,266.0912270258204,84902.08955180577,1.1991051454138701,0.8291219682793531,111.35743211610487,52.428153016347984,0.0,254.0,42.0,111.0,180.0,7.598887914688001,-0.06803559520352417,-0.8508299502471734,3.863668816348506,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image3_1.png,320,320,36.329580078125,31.15847378002055,0.0,222.0,4.0,28.0,76.0,6.500327768974585,1.744560576061324,3.7402542010893702,1.7411888787976446,211.81102362204723,317.32283464566933,67212.47442494886,0.6674937965260545,0.6563718205561412,39.477813590003976,35.45247768808035,0.0,222.0,3.0,30.0,89.0,6.629716153302228,1.3973299474154892,2.0661528374262605,1.783622288287758,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image4_1.png,320,320,37.018212890625,32.897908640215874,0.0,236.0,3.0,28.0,80.0,6.566790457582449,1.7403484868078132,3.6831625936977126,1.971454799363275,246.2788925577851,318.6182372364744,78468.94661531255,0.7729591836734695,0.7662983067901616,37.939778914370564,34.628420801468,0.0,224.0,2.0,29.0,85.0,6.606950090320333,1.5154757253031712,2.5348455452404517,1.9778784648187633,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image5_1.png,320,320,100.952041015625,55.204547150644146,2.0,242.0,34.0,93.0,184.0,7.674742629262513,0.46325953550563814,-0.7140533595395073,3.1691325110596784,239.89937106918237,317.9874213836478,76284.98239784819,0.7544303797468354,0.7449705312289862,102.55394461859979,58.391493831191745,2.0,241.0,29.0,93.0,190.0,7.720319775222104,0.399962426194714,-0.8826522420700766,3.3787797646259747,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image6_1.png,320,320,43.932197265625,39.56721119332693,0.0,239.0,2.0,38.0,99.0,6.757912981092132,1.1187412735366817,1.2014868090398698,2.2549927245383254,172.0191952750092,318.19859726836467,54736.26663974083,0.5406032482598607,0.5345338539037191,49.09828401616323,43.325974513483416,0.0,239.0,3.0,37.0,112.0,6.976920364671211,1.0522222397681598,0.682002624342998,2.819247635269815,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image7_1.png,320,320,44.190859375,39.83675573958332,0.0,244.0,2.0,38.0,99.0,6.771301572480001,1.1062027779177024,1.1453217460259566,2.3768200861336535,142.31927710843374,319.27710843373495,45439.28726956017,0.44575471698113206,0.4437430397417985,47.89187062937063,44.20785075672327,0.0,244.0,2.0,35.0,113.0,6.905626185683401,1.1259205917348636,0.8607615804923054,3.2253982823051204,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image8_1.png,320,320,37.435048828125,40.27094636569921,0.0,238.0,2.0,24.0,96.0,6.575448805258299,1.516264613925708,2.2086526490173473,1.8659459565034815,275.9742145304605,316.859283349788,87444.99183914234,0.8709677419354838,0.8539549984291245,37.72033013191653,40.41491173033744,0.0,238.0,2.0,23.0,98.0,6.5983422674573315,1.4758527668329267,2.006993864272385,1.9076573763977975,0,0.0,,,0.0,,,
malignant,0,malignant/00525367_US_Image9_1.png,320,320,50.14265625,43.786057248290646,0.0,243.0,3.0,37.0,113.0,6.978538849481122,1.2202260342832465,1.2818522144923916,2.675807380931454,263.69863013698625,319.3493150684931,84211.97691874646,0.8257372654155495,0.8223825870971333,50.40025943396226,44.53885975453998,0.0,240.0,2.0,38.0,115.0,6.953408562839634,1.1719698827865526,1.1303902594863011,2.688180285144872,0,0.0,,,0.0,,,
malignant,0,malignant/00526312_US_Image12_1.png,320,320,61.32837890625,57.37442469167059,0.0,255.0,0.0,52.0,141.0,6.624315105072923,0.5645783301520902,-0.6935214570784525,3.3882069160831647,319.1710848040285,297.4798460309391,94946.9651650302,1.072916666666667,0.9272164566897481,60.07045359531772,57.303786208236424,0.0,255.0,0.0,48.0,141.0,6.616757157488344,0.6174807267079425,-0.6247076339419788,3.433522507551291,0,0.0,,,0.0,,,
malignant,0,malignant/00526312_US_Image3_1.png,320,320,84.110947265625,57.363106280854645,0.0,255.0,2.0,80.0,162.0,7.459202467915503,0.3762149785806419,-0.4514238548926941,3.8822058809168056,280.7498856881574,319.1586648376772,89603.75866956281,0.8796561604584531,0.8750367057574493,84.65287012411348,55.8441835899813,0.0,255.0,5.0,79.0,161.0,7.496215014715187,0.46358431248009757,-0.20563645507541706,4.063298573787387,0,0.0,,,0.0,,,
malignant,0,malignant/00526312_US_Image7_1.png,320,320,107.942919921875,57.17785159104709,0.0,255.0,20.0,113.0,177.0,7.628608644420739,-0.11562853686100386,-0.4507005407999598,3.752585474467524,319.19191919191917,244.8484848484848,78153.6577900214,1.3036303630363038,0.7632193143556778,99.74526168699187,56.94193938149658,0.0,255.0,14.0,103.0,170.0,7.613068179302239,0.06538203107695709,-0.4561562174839966,3.7968089025521157,0,0.0,,,0.0,,,
malignant,0,malignant/00529063_US_Image10_1.png,320,320,72.639833984375,30.35920849111211,0.0,246.0,42.0,66.0,108.0,6.775092420895936,1.3945111817575035,3.4271347254287656,3.0319436713249153,187.60157882516833,318.86076929030264,59818.78374426853,0.5883495145631067,0.5841678100026223,74.36652260638297,31.8627986077052,10.0,246.0,41.0,69.0,112.0,6.854400745145491,1.326725751476816,3.007851147480433,3.3126880433517845,0,0.0,,,0.0,,,
malignant,0,malignant/00529063_US_Image2_1.png,320,320,58.653876953125,26.3893132372424,0.0,253.0,36.0,55.0,88.0,6.4055009165220955,1.283360275132488,5.203805414790846,2.7383665856111876,225.66912227446042,318.0690778514049,71778.36962137357,0.7094972067039105,0.7009606408337262,60.944139864388994,22.071365964873497,0.0,253.0,38.0,58.0,85.0,6.281256762952447,1.6143107687422336,7.722845304376802,2.8418908468209687,0,0.0,,,0.0,,,
malignant,0,malignant/00529063_US_Image9_1.png,320,320,57.634111328125,32.95263116763847,0.0,254.0,24.0,51.0,100.0,6.884342324721025,1.1439113644261414,2.353913252231985,3.07958085528179,220.4349550979191,318.53428066505575,70216.08985554952,0.6920289855072467,0.6857040024956008,63.1338077889802,32.82646454911686,1.0,254.0,29.0,56.0,106.0,6.8991137744475886,1.2417758795758211,2.4882972608411515,3.399325020828332,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image10_1.png,320,320,116.026796875,51.919701981063895,0.0,255.0,56.0,107.0,195.0,7.583852783457916,0.4871653206027384,-0.2791280026130778,4.060918563657848,318.5271770894215,233.19696084161308,74279.56964271139,1.365914786967419,0.7253864222921034,113.60607400262573,52.17626278876277,1.0,255.0,54.0,101.0,196.0,7.522317319434564,0.7511401173025469,-0.2891129423702523,4.0277714515372764,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image4_1.png,320,320,108.724931640625,50.255510537161946,0.0,255.0,52.0,102.0,182.0,7.513358065330937,0.4684009588686225,-0.14944760921325573,3.6752800320315626,282.92849164126545,318.06736212347823,89990.31900591186,0.8895238095238097,0.878811709042108,111.07700119210561,50.860902179143885,0.0,255.0,53.0,104.0,186.0,7.540849975555014,0.5031642824773105,-0.3554477144552184,3.7563331309674926,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image5_1.png,320,320,98.1089453125,41.53166673583405,0.0,254.0,52.0,88.0,160.0,7.2211481620461075,0.9291923184737899,0.5596172989524604,3.662965458647057,289.1071921726437,318.14415907207956,91977.76453545583,0.9087301587301586,0.8982203567915609,98.23233163982272,41.35390932700239,1.0,254.0,52.0,89.0,160.0,7.2117647681796875,0.9485315937015576,0.5000493090848601,3.7011209720135336,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image6_1.png,320,320,100.53669921875,37.054503258863065,0.0,251.0,57.0,96.0,152.0,7.139693823686986,0.4547354588834629,0.6280737992132259,3.6510805769587593,319.74773354355534,254.1584548679543,81266.58990496039,1.258064516129032,0.7936190420406288,100.94583333333334,37.42075099711266,1.0,251.0,55.0,95.0,154.0,7.172604060229648,0.6175768141087525,0.33263499954223263,3.7164303484111323,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image8_1.png,320,320,84.861064453125,47.21449231755478,0.0,255.0,45.0,69.0,162.0,7.094037530679866,1.2227133305950184,1.0006672810679893,3.0416703288118048,318.1441590720795,313.72549019607845,99809.9322579073,1.0140845070422533,0.974706369706126,85.0605257936508,47.45126758013569,0.0,255.0,45.0,69.0,163.0,7.096717391527085,1.2174870701827873,0.9522409810030688,3.0558438079742856,0,0.0,,,0.0,,,
malignant,0,malignant/00529989_US_Image9_1.png,320,320,112.27791015625,53.400848106046524,0.0,255.0,55.0,102.0,195.0,7.560434992121593,0.5863799391682373,-0.05072281897994557,4.506987372923564,318.7998124706985,230.3931417855468,73449.29039576737,1.3837209302325584,0.7172782265211657,111.11380657327587,52.465961544614316,0.0,255.0,55.0,97.0,196.0,7.502550760257653,0.842940206767432,-0.07734010641584232,4.477673460041218,0,0.0,,,0.0,,,
malignant,0,malignant/00535237_US_Image2_1.png,320,320,104.057060546875,73.51820987719378,0.0,254.0,7.0,95.0,218.0,7.776495089002952,0.316974918841079,-0.9898497734918728,3.616802898465805,296.39744202453295,318.9731685669421,94542.8312377018,0.9292237442922374,0.9232698363056816,102.35731271043771,72.22985699381869,0.0,254.0,9.0,93.0,216.0,7.801185733847828,0.3606935982878053,-0.926928788264318,3.6899693809909615,0,0.0,,,0.0,,,
malignant,0,malignant/00535237_US_Image4_1.png,320,320,84.002119140625,78.06838614593694,0.0,254.0,0.0,61.0,219.0,7.223895349715939,0.6945459772792663,-0.8307454948099435,3.3319954296428675,319.04503526858383,274.914089347079,87709.97533156944,1.1605263157894736,0.8565427278473579,79.28132925724638,76.9216817151632,0.0,254.0,0.0,56.0,217.0,7.147002700581696,0.7794145378609648,-0.6764696290014767,3.417996127673547,0,0.0,,,0.0,,,
malignant,0,malignant/00540296_US_Image4_1.png,320,320,61.098212890625,36.28042463436709,0.0,207.0,20.0,55.0,115.0,7.090745277515717,0.7975046035927851,0.34675261637005894,5.262336546255335,319.1946246738554,263.04001477752894,83960.95879111873,1.213483146067416,0.8199312381945189,58.27399384469697,34.44833170969824,0.0,195.0,19.0,53.0,109.0,7.010144628344692,0.8388711319165642,0.4503409848617874,5.317392488073959,0,0.0,,,0.0,,,
malignant,0,malignant/00540296_US_Image5_L_1.png,320,320,79.399130859375,33.137243038577,0.0,208.0,39.0,77.0,122.0,7.045452002922124,0.42249105453833813,0.5935576554657791,3.2414281389466693,275.6580893226855,318.24903874593315,87727.92194948524,0.8661710037174718,0.8567179877879418,79.07741583753578,33.29290566674675,0.0,208.0,40.0,76.0,123.0,7.037333561344739,0.5698829262125952,0.7195648567219783,3.3353929329986483,0,0.0,,,0.0,,,
malignant,0,malignant/00540296_US_Image5_R_1.png,320,320,86.88138671875,41.89501962251314,0.0,208.0,39.0,78.0,150.0,7.329467553709783,0.5154831437743956,-0.4314352094940239,5.21523647691872,318.5664509706321,262.4710541692817,83614.4722092286,1.2137203166226913,0.816547580168248,85.5933816539924,40.8994925389392,0.0,208.0,39.0,77.0,148.0,7.289345643720763,0.5452165225889432,-0.40562168739312554,5.209258665145736,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image10_1.png,320,320,68.645283203125,29.178483387436184,0.0,234.0,32.0,67.0,106.0,6.884987592657262,0.36093898900706517,0.39048149990708225,4.374056387269407,249.749512207984,318.09312872435794,79443.60373561986,0.7851458885941646,0.7758164427306627,71.09073424171652,27.68577278511452,2.0,234.0,38.0,69.0,107.0,6.788520792147319,0.6206694695769831,0.6762640709428562,4.54283858720088,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image12_1.png,320,320,50.750205078125,38.12935726838482,0.0,211.0,1.0,53.0,98.0,6.44443923023485,0.4713140968156391,0.04385174628375976,3.2652174337640014,203.16205533596838,316.99604743083,64401.56852942554,0.6408977556109726,0.6289215676701713,55.28247934393883,40.14563691264055,0.0,211.0,1.0,55.0,108.0,6.679940994341429,0.45496661036775604,-0.11339176102620074,3.6669235868107477,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image16_1.png,320,320,74.4758984375,28.397216405546423,4.0,232.0,41.0,71.0,113.0,6.79663779936545,0.7830103961523955,0.9067930063537282,3.631158507407299,283.6258992805755,317.69784172661866,90107.33605921015,0.8927536231884058,0.8799544537032241,75.12952758070725,28.53605714861572,4.0,232.0,42.0,72.0,113.0,6.801446604563518,0.800373953700724,0.9629906536607562,3.644081219614141,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image6_1.png,320,320,66.452724609375,26.636036653961703,0.0,201.0,34.0,65.0,99.0,6.7232928768433515,0.6568178637896498,1.12735013310904,3.7051631363587534,205.85662086356842,317.8426226133498,65430.008257598616,0.6476683937823831,0.6389649243906115,62.8834799281736,29.06575481173363,0.0,201.0,28.0,59.0,99.0,6.826051885077817,0.7452128916503409,0.8441134226526819,3.8992893339217507,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image7_1.png,320,320,69.14912109375,26.659111606529557,0.0,218.0,39.0,67.0,103.0,6.706871764807929,0.34531866958727486,0.819891410068772,4.133214191544839,201.2578616352201,316.60327640639366,63718.898396255325,0.635678391959799,0.6222548671509309,73.67972787844822,25.85926528339505,2.0,218.0,43.0,72.0,107.0,6.6887541136545865,0.6088678010727879,0.7787717627980415,4.551786409278431,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image8_1.png,320,320,73.834716796875,26.309807905221195,1.0,225.0,43.0,72.0,106.0,6.687621377151958,0.8501833809566702,1.8077197045333913,3.9007119210148535,250.04498136486308,319.1363577946279,79798.444637608,0.7835051546391752,0.7792816859141406,73.16252490039841,28.39570988091008,1.0,225.0,41.0,70.0,109.0,6.786745952486013,0.8952298609066559,1.48546578505234,4.073295235249443,0,0.0,,,0.0,,,
malignant,0,malignant/00541723_US_Image9_1.png,320,320,68.85224609375,28.280968314101056,0.0,229.0,33.0,68.0,105.0,6.845063443667325,0.3081889087242787,0.3903156303589643,4.076905047900858,243.33333333333334,317.5,77258.33333333334,0.7664041994750657,0.7544759114583335,71.37739715434581,26.899562228337658,1.0,229.0,39.0,70.0,106.0,6.754589727684374,0.5686108855745553,0.6700933112502132,4.193630704592027,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image10_1.png,320,320,67.887060546875,44.732636826083734,0.0,194.0,5.0,64.0,132.0,7.194628204774683,0.23219415650311998,-0.8939204966359249,5.1225890877840605,318.92255892255884,257.8675645342311,82239.78354438506,1.2367688022284122,0.8031228861756354,66.13322876447876,43.474007135624866,0.0,194.0,9.0,60.0,130.0,7.234957840901421,0.36262873519799055,-0.7608621682348296,5.392692962028982,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image11_1.png,320,320,74.173134765625,52.63465576256348,0.0,209.0,6.0,72.0,148.0,7.426570588887771,0.24589983393770176,-1.0781497431692897,4.5504057656813055,256.65676478530924,318.87658655144475,81841.83307007645,0.804878048780488,0.7992366510749653,76.05575339147286,55.705290495040586,0.0,209.0,5.0,76.0,153.0,7.413813078327516,0.1978084932925971,-1.2476087972378795,4.613052483678339,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image13_1.png,320,320,74.714306640625,58.53147365820618,0.0,209.0,6.0,57.0,161.0,7.377303009299434,0.4417269309058325,-1.1851491281829556,4.799636715202297,316.88993958497514,317.7304964539006,100685.59782558073,0.9973544973544979,0.9832577912654368,74.46657568925279,58.43031826659807,0.0,209.0,6.0,56.0,161.0,7.376823855995463,0.4501093340767223,-1.1774307168448943,4.803882400640804,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image1_L_1.png,320,320,100.503515625,34.07366398678209,0.0,214.0,57.0,101.0,144.0,7.128271288915527,-0.029777676497925495,-0.2154370675652082,4.674557368724304,318.53318506062016,197.88982614120258,63034.476611849626,1.6096491228070187,0.615571060662594,101.27726406326302,33.47039682899408,0.0,214.0,59.0,101.0,144.0,7.098266205917236,-0.018133567608858644,-0.23962706797207156,4.871581600504096,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image1_R_1.png,320,320,85.018994140625,61.305014519517464,0.0,212.0,10.0,68.0,174.0,7.536042490780053,0.29750751453247587,-1.2854717972255323,5.071582730300101,293.5627225239742,318.51139582629486,93503.0725136783,0.9216710182767626,0.9131159425163896,84.77249269613802,61.3330626549364,0.0,212.0,10.0,67.0,173.0,7.541572185971952,0.30323155032028465,-1.2956775748996192,5.109708375539799,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image2_1.png,320,320,81.57611328125,64.04515213078908,0.0,208.0,3.0,69.0,168.0,7.344901718800142,0.1796581320105895,-1.4929443893445942,4.926288342659596,288.92574166206,319.14501566242853,92209.21034801692,0.905311778290993,0.9004805698048527,80.81061422413794,64.28670313399378,0.0,208.0,3.0,66.0,168.0,7.350880803530158,0.2122271635119613,-1.4867272052270921,4.996109871873619,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image3_R_1.png,320,320,72.703193359375,65.14913436533486,0.0,234.0,1.0,53.0,167.0,7.019078816456308,0.39239851400902986,-1.3542966527627365,5.61892205978574,319.47917907189066,191.17938946449124,61077.83440158092,1.6710963455149501,0.5964632265779387,63.72778497409326,58.05596275058031,0.0,225.0,2.0,44.0,160.0,7.232528275588572,0.7930159360852741,-0.6727906549690257,6.614339610421153,0,0.0,,,0.0,,,
malignant,0,malignant/00545507_US_Image4_1.png,320,320,68.4158984375,58.52745580646048,0.0,211.0,0.0,59.0,155.0,7.123677894998167,0.4458844018836305,-1.0193578748458931,4.697985331888007,318.49135673127296,318.4913567312729,101436.74431252695,1.0000000000000002,0.990593206177021,68.5302801724138,58.54259079800905,0.0,211.0,0.0,59.0,155.0,7.128840814273855,0.44384016882239274,-1.022037078936281,4.701427325894651,0,0.0,,,0.0,,,
malignant,0,malignant/00545532_US_Image6_1.png,320,320,91.312939453125,77.01480192393572,0.0,247.0,2.0,76.0,204.0,7.306118249116201,0.28488081625053113,-1.453001681526364,3.462709596773406,247.2310767734615,318.69180758910073,78790.51874913418,0.7757685352622061,0.7694386596595134,98.29475806451613,81.95905521414149,0.0,247.0,2.0,89.0,209.0,7.246719577603317,0.1373607022819426,-1.6608405420044803,3.665998815509268,0,0.0,,,0.0,,,
malignant,0,malignant/00546560_US_Image11_1.png,320,320,80.0110546875,30.101657756158286,11.0,209.0,43.0,76.0,123.0,6.899761825487289,0.495376913827348,-0.0009204015260046994,1.8870203810584087,318.7212977873204,242.38086717957896,77251.94454629153,1.31496062992126,0.7544135209598782,76.33817256796341,28.12594611793275,11.0,209.0,43.0,73.0,115.0,6.78704689820461,0.7170476206390471,0.8525835481401738,1.9518468555277189,0,0.0,,,0.0,,,
malignant,0,malignant/00546560_US_Image13_R_1.png,320,320,84.9424609375,36.10063502782931,0.0,211.0,43.0,82.0,134.0,7.084665746153358,0.014119858712129845,-0.21021174288869648,4.533608726647721,317.66524722666736,305.5141175513304,97051.21768318048,1.039772727272727,0.9477657976873094,84.75919324770041,35.45672252607092,0.0,211.0,44.0,81.0,133.0,7.079585455885798,0.08141666344392437,-0.19428449189283725,4.565766965428938,0,0.0,,,0.0,,,
malignant,0,malignant/00546560_US_Image1_L_1.png,320,320,58.073115234375,46.095255228202475,0.0,227.0,1.0,54.0,122.0,7.054548853186706,0.5753953410285343,-0.3693616637175534,6.918280451957538,319.4139194139194,229.30402930402929,73242.89873740423,1.3929712460063899,0.7152626829824632,61.00169836956522,46.165757706503,0.0,227.0,3.0,57.0,126.0,7.203683515853902,0.538194447116574,-0.45902820714915293,7.601692957784753,0,0.0,,,0.0,,,
malignant,0,malignant/00546560_US_Image2_1.png,320,320,92.888193359375,41.03620102052561,0.0,212.0,42.0,90.0,150.0,7.3558878269858345,0.2086696658904983,-0.14304712643623763,4.783747888162971,319.2964654151868,145.2167540447601,46367.196285558435,2.198757763975155,0.4528046512261566,80.18812071917809,42.74470487288874,0.0,212.0,22.0,78.0,137.0,7.365179780656176,0.37506892519842155,-0.0686015642522273,5.40214901860057,0,0.0,,,0.0,,,
malignant,0,malignant/00550169_US_Image4_1.png,320,320,58.08064453125,27.208488672371704,0.0,198.0,26.0,56.0,94.0,6.708634487887236,0.5322350155666492,0.5802075308353958,3.9446967255539604,254.51559934318556,318.5550082101806,81077.2188383875,0.7989690721649486,0.7917697152186279,60.91031494140625,26.78008723497594,0.0,198.0,30.0,57.0,97.0,6.711173479365994,0.7023571040138323,0.5906507707939395,4.150978405498114,0,0.0,,,0.0,,,
malignant,0,malignant/00550169_US_Image7_1.png,320,320,65.450458984375,29.983878916953373,0.0,191.0,25.0,65.0,103.0,6.806325155642145,0.02546554590017022,0.23710241378932473,3.9767868826844013,252.3540489642184,318.5364541296745,80383.9639423284,0.7922297297297295,0.7849996478743008,68.5315084047096,29.221935803245366,0.0,191.0,33.0,66.0,107.0,6.852746737073641,0.22257780150704928,0.218007990599959,4.218833693304536,0,0.0,,,0.0,,,
malignant,0,malignant/00550755_US_Image3_1.png,320,320,99.888916015625,47.08364206177704,1.0,255.0,44.0,93.0,170.0,7.495968903852127,0.5298833673394723,-0.40085522639784443,3.805554741745525,318.2899076938811,193.91955815796874,61722.63826613808,1.6413502109704639,0.6027601393177546,85.8232296439193,41.31938610876868,5.0,255.0,40.0,80.0,143.0,7.27827850474412,0.9183369315323227,0.9373666469924085,4.08493022956723,0,0.0,,,0.0,,,
